feature_idx,specificity_score,n_associations,strongest_qvalue,strongest_association,attr_type
2701,1.0,2,5.71445457474565e-06,cell_type,categorical
2702,0.14285714285714285,7,4.133523498295379e-06,n_genes,continuous
2703,0.25,5,1.6130220511263638e-07,cell_type,categorical
2704,0.5,3,0.0003211499508832913,cell_type,categorical
2706,1.0,2,0.0051373315459667555,Inflammation_Response,continuous
2707,0.5,3,8.624409035749164e-11,cell_type,categorical
2708,1.0,2,4.775079370130049e-09,cell_type,categorical
2709,0.14285714285714285,7,1.3139882337424977e-05,n_genes,continuous
2710,1.0,2,5.403756011437222e-06,cell_type,categorical
2711,1.0,1,0.0011410748571204173,pct_mito,continuous
2712,0.5,3,1.662627814847566e-05,cell_type,categorical
2713,1.0,1,0.005064198000511868,cell_type,categorical
2714,1.0,1,0.03133938514410688,cell_type,categorical
2716,1.0,2,0.0004162723816267993,Inflammation_Response,continuous
2718,0.1111111111111111,10,2.0492714543297802e-12,n_genes,continuous
2719,0.1111111111111111,10,2.797320971438919e-18,n_genes,continuous
2720,1.0,2,2.401874440052275e-06,cell_type,categorical
2721,0.5,3,1.7977723878456278e-07,cell_type,categorical
2722,1.0,2,3.0214542858392132e-05,cell_type,categorical
2723,1.0,2,3.9647055706882224e-05,cell_type,categorical
2724,1.0,2,1.1294774832124447e-06,cell_type,categorical
2725,1.0,2,3.0902690676089146e-05,Inflammation_Response,continuous
2726,1.0,2,1.1608430198047662e-08,cell_type,categorical
2727,1.0,2,2.13587842477917e-08,cell_type,categorical
2729,0.25,5,0.00019121496879534976,Inflammation_Response,continuous
2730,0.5,3,6.697399529130973e-09,cell_type,categorical
2731,0.14285714285714285,8,1.3962266062341392e-06,cell_type,categorical
2732,0.3333333333333333,4,5.584965737557338e-05,cell_type,categorical
2733,0.16666666666666666,7,1.344686292839548e-06,cell_type,categorical
2734,1.0,1,0.0028076083087277062,cell_type,categorical
2736,1.0,2,6.567070478630503e-12,cell_type,categorical
2737,1.0,2,9.217346948941912e-09,cell_type,categorical
2738,1.0,2,9.161750275273838e-06,cell_type,categorical
2739,0.125,8,1.6016536236927515e-09,n_genes,continuous
2740,1.0,2,3.8580953424955797e-07,cell_type,categorical
2741,1.0,2,0.0009873980418266249,cell_type,categorical
2742,1.0,2,1.8071332101882817e-08,cell_type,categorical
2743,1.0,2,1.945746594918115e-07,cell_type,categorical
2744,0.3333333333333333,4,1.581428379702607e-08,cell_type,categorical
2745,1.0,2,9.767770508418884e-08,cell_type,categorical
2746,0.1,11,4.422496133887611e-20,n_genes,continuous
2748,1.0,2,0.0011617570688065926,pct_ribo,continuous
2749,0.3333333333333333,4,8.4823091169843e-05,Inflammation_Response,continuous
2750,1.0,1,8.970151453512503e-08,cell_type,categorical
2751,1.0,2,1.8216559806949076e-06,cell_type,categorical
2752,1.0,2,9.755557195642042e-07,cell_type,categorical
2753,1.0,2,1.6205670102810726e-05,cell_type,categorical
2754,1.0,1,1.5168252058098697e-06,cell_type,categorical
2755,0.1,11,9.13520502806609e-17,Oxidative_Phosphorylation,continuous
2757,0.3333333333333333,4,7.368565386220493e-09,cell_type,categorical
2758,0.5,3,5.546977401349721e-10,cell_type,categorical
2760,1.0,2,0.015667290213579,Inflammation_Response,continuous
2761,1.0,2,2.450254650399493e-05,cell_type,categorical
2762,1.0,2,1.0320984264973964e-06,cell_type,categorical
2763,1.0,2,0.0005251474231267581,pct_ribo,continuous
2764,0.5,3,5.481879518459484e-07,cell_type,categorical
2765,1.0,1,0.017089952052834294,pct_ribo,continuous
2766,0.5,3,0.00024355301188891488,cell_type,categorical
2767,0.125,9,5.523417688787823e-16,n_genes,continuous
2768,1.0,2,1.0029686955894931e-05,cell_type,categorical
2769,0.25,5,0.001684060112920184,cell_type,categorical
2770,0.3333333333333333,4,3.3518296777748873e-09,cell_type,categorical
2771,1.0,2,6.032565236738878e-07,cell_type,categorical
2772,1.0,1,1.4221216337982965e-06,cell_type,categorical
2773,1.0,1,6.300516715410512e-09,cell_type,categorical
2775,1.0,2,2.172657055724005e-10,cell_type,categorical
2776,1.0,2,1.864844000375144e-07,cell_type,categorical
2777,0.125,9,4.2167933886337966e-07,cell_type,categorical
2778,0.16666666666666666,7,1.277833012623715e-09,pct_mito,continuous
2779,0.5,3,1.5696466780751785e-06,cell_type,categorical
2780,0.25,5,9.616314327335367e-08,cell_type,categorical
2781,1.0,2,2.5869425714035403e-07,cell_type,categorical
2782,1.0,2,1.0342289509694216e-07,cell_type,categorical
2783,0.3333333333333333,4,1.2394498023507611e-05,Inflammation_Response,continuous
2784,0.5,2,0.02072526136314718,pct_ribo,continuous
2785,0.5,3,2.327334266890396e-11,cell_type,categorical
2786,0.125,8,1.3815346352160047e-07,n_genes,continuous
2787,0.5,3,3.8118013280501925e-09,cell_type,categorical
2788,1.0,2,0.002851006953804786,pct_ribo,continuous
2789,0.14285714285714285,8,1.7149320506724985e-07,pct_mito,continuous
2790,1.0,1,0.02730877443766236,cell_type,categorical
2791,1.0,2,5.9012355728427014e-06,cell_type,categorical
2792,0.5,3,3.184479816008026e-08,cell_type,categorical
2793,0.5,3,4.251869050163528e-07,cell_type,categorical
2794,0.5,3,0.00011161855749102927,cell_type,categorical
2795,1.0,1,0.016151110718510088,pct_ribo,continuous
2796,0.125,8,3.4276980669695286e-05,Inflammation_Response,continuous
2797,0.5,3,3.447868238160007e-10,cell_type,categorical
2798,1.0,1,1.2284363260585449e-05,cell_type,categorical
2800,1.0,1,0.0007947375085773076,cell_type,categorical
2801,1.0,2,6.959526713108734e-11,cell_type,categorical
2802,0.1111111111111111,10,4.3391441237512285e-07,n_counts,continuous
2803,0.5,3,1.4694040068365036e-09,cell_type,categorical
2804,0.14285714285714285,7,1.9607416358276806e-09,n_counts,continuous
2805,1.0,1,0.0005227835932653194,cell_type,categorical
2806,0.25,5,1.016671733182512e-06,cell_type,categorical
2808,1.0,1,1.1277447836146522e-05,cell_type,categorical
2809,1.0,1,3.493731558100255e-05,cell_type,categorical
2810,1.0,2,9.432803473667764e-05,cell_type,categorical
2811,1.0,2,0.01901390970899519,cell_type,categorical
2812,0.2,5,0.00012196210760738745,Oxidative_Phosphorylation,continuous
2813,1.0,1,3.136387366222684e-08,cell_type,categorical
2814,1.0,1,1.4702606390209932e-05,cell_type,categorical
2815,0.25,5,0.00026979021056748663,cell_type,categorical
2816,1.0,1,2.2358594659539067e-07,cell_type,categorical
2817,1.0,2,6.001144598139748e-05,cell_type,categorical
2818,1.0,1,0.016422289459194505,cell_type,categorical
2819,1.0,2,2.1568616891571495e-06,cell_type,categorical
2820,0.5,3,0.0005104270708922127,cell_type,categorical
2821,0.3333333333333333,4,0.00011547272799587602,cell_type,categorical
2822,0.5,3,1.5955706847223965e-06,cell_type,categorical
2824,1.0,1,5.145318434280777e-05,cell_type,categorical
2825,1.0,2,0.003013378254180638,cell_type,categorical
2826,1.0,2,2.4450736443680763e-06,cell_type,categorical
2827,1.0,2,6.394494329596262e-06,cell_type,categorical
2828,0.1,11,9.823378739466156e-16,n_genes,continuous
2829,1.0,2,0.0014284525364897595,cell_type,categorical
2830,1.0,1,8.794196978645178e-11,cell_type,categorical
2832,1.0,2,3.296762477597858e-09,cell_type,categorical
2833,1.0,1,0.01839444711095565,cell_type,categorical
2834,0.5,3,1.3930413151980313e-09,cell_type,categorical
2835,1.0,1,0.003847604474569952,pct_mito,continuous
2836,0.25,5,1.7419787702085664e-05,Oxidative_Phosphorylation,continuous
2837,1.0,1,2.8876002934888917e-05,cell_type,categorical
2838,0.1,11,4.566052227540924e-38,n_counts,continuous
2839,0.25,4,5.085568762786768e-06,G2M_score,continuous
2840,0.3333333333333333,4,3.070015745999413e-09,cell_type,categorical
2841,0.5,3,3.2646482219185445e-06,cell_type,categorical
2842,1.0,1,4.579267767790523e-08,cell_type,categorical
2843,0.5,3,1.0585322320416494e-08,cell_type,categorical
2844,0.3333333333333333,4,1.7467147441476412e-07,cell_type,categorical
2845,0.125,9,4.33708584309236e-09,Oxidative_Phosphorylation,continuous
2846,0.5,3,2.0669979120949332e-06,cell_type,categorical
2847,1.0,1,0.000758563806703004,cell_type,categorical
2848,0.125,9,4.66122406607439e-20,n_genes,continuous
2849,1.0,1,0.0017762580815218068,cell_type,categorical
2850,1.0,2,0.0002302223043529978,Inflammation_Response,continuous
2851,0.3333333333333333,4,2.3455192456412648e-05,cell_type,categorical
2852,1.0,2,0.0005006701193483606,cell_type,categorical
2854,1.0,1,0.005938177987263857,cell_type,categorical
2855,1.0,1,1.8419109798911065e-10,cell_type,categorical
2856,0.5,2,0.005151638264510622,G2M_score,continuous
2857,0.5,4,4.318813433646837e-05,cell_type,categorical
2858,0.16666666666666666,7,8.897208283030144e-06,Inflammation_Response,continuous
2859,1.0,2,2.337090169034977e-06,Inflammation_Response,continuous
2860,1.0,2,1.2153637949822558e-06,Inflammation_Response,continuous
2861,0.5,3,7.393602119938602e-05,cell_type,categorical
2862,1.0,1,0.041371537683377584,cell_type,categorical
2863,1.0,1,0.032109254466497754,G2M_score,continuous
2864,1.0,2,2.244254500335042e-07,cell_type,categorical
2865,1.0,2,0.00046404442782401975,cell_type,categorical
2866,0.1,11,5.0082462711775817e-20,n_genes,continuous
2867,0.1111111111111111,11,3.100589686493521e-08,Inflammation_Response,continuous
2868,0.16666666666666666,7,5.39551631540831e-08,cell_type,categorical
2869,0.3333333333333333,4,6.428793490368864e-11,Inflammation_Response,continuous
2870,0.3333333333333333,4,1.321941500443963e-08,cell_type,categorical
2871,1.0,2,1.2827814712242708e-07,cell_type,categorical
2873,0.5,3,1.4579375767388385e-08,cell_type,categorical
2874,0.5,3,1.642398528249705e-11,cell_type,categorical
2875,0.5,3,6.341255320123776e-11,cell_type,categorical
2877,1.0,1,0.04908598685040735,cell_type,categorical
2878,1.0,2,1.0029686955894931e-05,pct_ribo,continuous
2879,1.0,2,0.005579784360855347,pct_ribo,continuous
2880,0.1111111111111111,10,9.812638629984234e-07,n_counts,continuous
2881,1.0,1,1.9845222613999846e-05,cell_type,categorical
2882,0.5,3,5.521341607567661e-07,cell_type,categorical
2883,0.25,5,0.0072498578254696685,cell_type,categorical
2884,1.0,1,1.5050772025484045e-05,cell_type,categorical
2885,1.0,1,0.00033609851648054383,pct_ribo,continuous
2886,1.0,1,0.0002462562705338328,cell_type,categorical
2887,1.0,1,8.41684082439516e-06,cell_type,categorical
2888,1.0,2,0.0006932378172556325,pct_ribo,continuous
2889,1.0,1,3.4192782004618457e-06,cell_type,categorical
2890,0.5,3,0.0002750115838509516,cell_type,categorical
2891,1.0,1,4.323825882847065e-06,cell_type,categorical
2892,0.2,6,5.852233596955325e-10,cell_type,categorical
2893,1.0,2,0.0005277980145091387,cell_type,categorical
2894,0.1111111111111111,9,1.8282388939781633e-15,n_counts,continuous
2895,1.0,1,0.004328174475398404,cell_type,categorical
2896,0.25,5,3.514425919311205e-06,cell_type,categorical
2898,0.3333333333333333,4,5.717915338452721e-07,cell_type,categorical
2900,0.5,3,0.0037130293513363355,cell_type,categorical
2901,0.3333333333333333,4,9.008645241290666e-07,pct_mito,continuous
2903,0.14285714285714285,8,7.062757075262991e-06,pct_mito,continuous
2904,0.5,3,7.0049831508308385e-09,cell_type,categorical
2905,0.1,11,2.8796848140299514e-24,n_counts,continuous
2906,1.0,2,7.701264612750156e-08,cell_type,categorical
2907,0.3333333333333333,4,2.3626488075824234e-09,cell_type,categorical
2908,0.5,3,0.00010260809989227294,cell_type,categorical
2910,1.0,1,0.0035411513181346312,cell_type,categorical
2912,0.25,5,4.682273941000928e-05,Inflammation_Response,continuous
2913,0.16666666666666666,7,3.572878003747347e-08,cell_type,categorical
2914,0.25,4,0.0009464590192737522,Inflammation_Response,continuous
2915,1.0,2,1.4692011981903487e-05,cell_type,categorical
2916,0.14285714285714285,8,5.1528869764484e-07,Apoptosis,continuous
2917,0.125,8,0.000208697740622617,n_genes,continuous
2918,1.0,1,1.709312908469431e-10,cell_type,categorical
2919,0.2,6,4.442060440410887e-07,cell_type,categorical
2920,0.14285714285714285,7,0.0004071993783654248,Hypoxia,continuous
2921,0.16666666666666666,6,1.1978146712871679e-05,Oxidative_Phosphorylation,continuous
2922,1.0,1,0.0017327107112543865,cell_type,categorical
2923,0.5,3,8.502431520086311e-05,cell_type,categorical
2924,1.0,1,9.998934888417734e-09,cell_type,categorical
2925,0.3333333333333333,4,0.008027695092789874,cell_type,categorical
2926,0.5,3,0.02896551739230605,G2M_score,continuous
2927,1.0,2,7.441021852064269e-07,cell_type,categorical
2928,0.1,11,8.812618522253134e-17,n_counts,continuous
2929,0.5,3,0.0012167711615346229,pct_ribo,continuous
2930,0.5,3,1.9102133099517224e-10,cell_type,categorical
2931,1.0,1,2.741804716961334e-07,cell_type,categorical
2932,1.0,1,0.041635182373884944,pct_ribo,continuous
2934,0.5,3,1.003236351429757e-06,pct_ribo,continuous
2935,1.0,2,2.7795902563294947e-08,cell_type,categorical
2936,0.25,6,0.0021427510279037874,Inflammation_Response,continuous
2937,1.0,1,0.01009595866512705,cell_type,categorical
2938,0.5,3,0.006760439778547159,cell_type,categorical
2939,0.25,4,0.0008590413436205584,G2M_score,continuous
2940,1.0,1,0.0015965009322122705,cell_type,categorical
2941,0.3333333333333333,4,2.1483633627072175e-10,cell_type,categorical
2942,1.0,1,1.960603028293437e-05,cell_type,categorical
2943,1.0,2,2.8920076445077916e-05,cell_type,categorical
2944,0.1,11,8.466752040308869e-17,Apoptosis,continuous
2945,1.0,2,0.0003424243220356142,cell_type,categorical
2946,1.0,2,5.10111524206791e-05,cell_type,categorical
2947,1.0,2,3.7862284318953403e-06,cell_type,categorical
2948,1.0,2,0.004658183683687667,cell_type,categorical
2949,1.0,1,5.1003850781606304e-05,cell_type,categorical
2950,0.5,3,2.9299159239567964e-08,Inflammation_Response,continuous
2951,0.16666666666666666,6,0.00018415852250560852,Hypoxia,continuous
2952,1.0,2,1.930913659508147e-11,cell_type,categorical
2953,1.0,2,6.503498714149316e-06,Inflammation_Response,continuous
2954,1.0,1,0.007473555025610606,cell_type,categorical
2955,0.5,3,2.41824755765466e-06,Inflammation_Response,continuous
2957,1.0,2,0.0004698376720383005,cell_type,categorical
2958,1.0,1,0.002675640541019351,cell_type,categorical
2959,1.0,2,0.0009092296632506572,pct_ribo,continuous
2960,0.14285714285714285,8,6.358877155535839e-15,Oxidative_Phosphorylation,continuous
2961,1.0,2,5.420118209063066e-06,cell_type,categorical
2962,1.0,2,1.4926540268703042e-08,cell_type,categorical
2963,1.0,2,0.0065200515606328715,cell_type,categorical
2964,1.0,2,9.613880685048043e-11,cell_type,categorical
2965,1.0,2,7.010750413347942e-09,cell_type,categorical
2966,1.0,2,2.998337125565215e-12,cell_type,categorical
2968,1.0,2,5.352463682560785e-09,cell_type,categorical
2969,1.0,2,1.1008456641864872e-05,Inflammation_Response,continuous
2970,1.0,1,0.014954994831672213,cell_type,categorical
2971,0.125,9,8.386466335491353e-09,pct_ribo,continuous
2972,1.0,2,7.561168213551336e-10,cell_type,categorical
2973,1.0,2,0.0006107911235353514,cell_type,categorical
2974,1.0,1,1.917710958590535e-08,cell_type,categorical
2975,1.0,1,1.6105246761597198e-05,cell_type,categorical
2976,0.2,5,0.00021044737672327055,Oxidative_Phosphorylation,continuous
2977,0.5,3,6.019092006895027e-08,cell_type,categorical
2978,1.0,1,0.0008742253229918623,cell_type,categorical
2979,1.0,1,4.508570556539657e-06,cell_type,categorical
2980,1.0,1,4.35946824923032e-07,cell_type,categorical
2981,1.0,1,3.845303927929128e-05,cell_type,categorical
2982,1.0,1,0.005748538895878376,cell_type,categorical
2983,1.0,2,2.59412778587303e-07,cell_type,categorical
2984,1.0,1,0.00040127730749657444,cell_type,categorical
2985,1.0,2,1.0846949108077127e-07,pct_ribo,continuous
2986,1.0,2,9.773633538689077e-05,cell_type,categorical
2987,1.0,2,3.564847472858742e-08,cell_type,categorical
2989,1.0,2,7.730089022406807e-08,Inflammation_Response,continuous
2990,1.0,2,0.03593856004990005,pct_ribo,continuous
2991,1.0,2,6.771409764995282e-05,cell_type,categorical
2992,0.14285714285714285,8,2.367501290474081e-09,Oxidative_Phosphorylation,continuous
2993,0.5,3,8.982138762671961e-06,cell_type,categorical
2994,0.125,9,3.229181809561784e-14,n_genes,continuous
2996,0.3333333333333333,4,5.938183271833965e-07,cell_type,categorical
2997,0.25,5,1.4444269328335432e-11,cell_type,categorical
2998,1.0,2,0.0018208874365261765,cell_type,categorical
2999,0.5,3,1.0567260181312572e-06,cell_type,categorical
3000,0.5,3,0.0002295952397596293,pct_ribo,continuous
3001,1.0,1,3.601519718399512e-05,cell_type,categorical
3002,1.0,2,4.781215394029019e-08,cell_type,categorical
3003,1.0,1,6.394494329596262e-06,cell_type,categorical
3004,1.0,1,0.04968937034864784,pct_mito,continuous
3005,1.0,2,6.772875412405993e-09,cell_type,categorical
3006,0.16666666666666666,7,3.636388062709525e-08,cell_type,categorical
3008,1.0,2,1.347637447675221e-06,cell_type,categorical
3009,1.0,2,1.1453065955679302e-08,cell_type,categorical
3010,0.5,3,0.007727862264786747,pct_ribo,continuous
3011,1.0,2,5.506131310292926e-07,cell_type,categorical
3012,1.0,1,2.426371161735841e-05,cell_type,categorical
3013,1.0,2,0.009473358214978307,cell_type,categorical
3014,1.0,2,0.00021622943900669622,pct_ribo,continuous
3015,0.2,5,0.0005811826903099307,n_counts,continuous
3016,1.0,1,0.0003140636610634187,cell_type,categorical
3017,0.125,9,5.877411530627856e-10,Oxidative_Phosphorylation,continuous
3018,1.0,1,3.331842640908415e-05,cell_type,categorical
3019,0.25,5,2.4686893932652944e-08,cell_type,categorical
3020,1.0,1,2.152731344444228e-07,cell_type,categorical
3021,1.0,2,3.0772756243490604e-06,cell_type,categorical
3022,0.3333333333333333,4,9.536921037395316e-09,cell_type,categorical
3023,0.5,3,5.639314305187046e-10,Inflammation_Response,continuous
3024,0.5,3,4.628008618239867e-06,cell_type,categorical
3025,1.0,2,0.031666001493148514,Inflammation_Response,continuous
3026,0.125,8,0.000194428346510777,n_genes,continuous
3027,1.0,1,0.0003046730119343811,cell_type,categorical
3028,1.0,1,5.096052848923745e-06,cell_type,categorical
3029,1.0,1,0.006199490609722504,cell_type,categorical
3030,1.0,1,3.467600296379943e-05,cell_type,categorical
3031,1.0,1,3.717651545648461e-05,cell_type,categorical
3032,0.16666666666666666,7,6.567070478630503e-12,cell_type,categorical
3033,1.0,1,0.03072820152947735,Hypoxia,continuous
3034,0.5,3,5.5986928408200954e-08,cell_type,categorical
3035,0.2,6,1.4727301591155835e-05,pct_mito,continuous
3036,0.5,3,2.785065462788193e-07,pct_ribo,continuous
3037,1.0,1,5.473649894552235e-06,cell_type,categorical
3038,1.0,2,1.079338788884693e-07,cell_type,categorical
3039,1.0,1,1.722374259853956e-05,cell_type,categorical
3040,1.0,1,0.00031657884730270264,cell_type,categorical
3041,0.5,3,1.8196397704058668e-10,cell_type,categorical
3042,1.0,1,0.0003406119745703893,cell_type,categorical
3043,0.5,2,6.947360570387214e-05,pct_ribo,continuous
3044,1.0,1,0.02480896765799784,cell_type,categorical
3045,0.3333333333333333,5,8.842120263224937e-06,cell_type,categorical
3046,0.5,3,1.2396818311755555e-09,cell_type,categorical
3048,1.0,2,2.4596421935615755e-09,cell_type,categorical
3049,0.5,2,0.008034565374772935,cell_type,categorical
3050,0.5,3,3.194079331176209e-05,pct_ribo,continuous
3051,1.0,1,9.159652673428776e-08,cell_type,categorical
3052,0.16666666666666666,6,0.0002763010588850542,Oxidative_Phosphorylation,continuous
3053,0.3333333333333333,4,4.695754416875454e-09,Inflammation_Response,continuous
3054,0.5,3,1.7865818091663984e-09,cell_type,categorical
3055,1.0,1,0.016971528976323046,cell_type,categorical
3057,1.0,2,2.0166912153433957e-06,pct_ribo,continuous
3058,0.5,3,1.628600749956358e-07,cell_type,categorical
3059,1.0,2,2.6805846093570767e-07,cell_type,categorical
3060,1.0,2,6.907577730808228e-13,pct_ribo,continuous
3061,1.0,2,8.229831978847064e-07,cell_type,categorical
3062,0.25,5,3.33332150387125e-05,cell_type,categorical
3063,1.0,2,0.0008409131656204311,cell_type,categorical
3064,0.2,6,7.708924895912748e-05,DNA_Repair,continuous
3065,1.0,2,0.00015299618201073718,cell_type,categorical
3066,1.0,1,1.5122805688500928e-05,cell_type,categorical
3067,1.0,2,0.00021940374574332892,cell_type,categorical
3068,1.0,2,8.127795620036162e-09,cell_type,categorical
3069,0.16666666666666666,7,5.825072269852655e-05,Oxidative_Phosphorylation,continuous
3070,0.1111111111111111,10,1.6235628985173435e-06,cell_type,categorical
3071,1.0,1,2.9760380004567208e-05,cell_type,categorical
3072,0.3333333333333333,4,3.398568276348481e-07,cell_type,categorical
3073,0.16666666666666666,7,1.9923712785716262e-07,Apoptosis,continuous
3074,0.14285714285714285,8,7.295846022736491e-05,n_counts,continuous
3075,1.0,1,2.189668663662756e-10,cell_type,categorical
3076,1.0,1,0.0008417450555397246,cell_type,categorical
3077,0.16666666666666666,6,0.0031814265707255456,Hypoxia,continuous
3080,0.5,3,1.7119987424296253e-11,cell_type,categorical
3081,0.25,5,2.9319874924528583e-10,cell_type,categorical
3082,1.0,2,0.00012424002022909869,cell_type,categorical
3083,1.0,1,0.03970407714395319,G2M_score,continuous
3085,1.0,1,0.025678488826047445,G2M_score,continuous
3086,0.5,2,0.02744385254487915,Oxidative_Phosphorylation,continuous
3087,0.5,3,1.7137420830703213e-07,cell_type,categorical
3089,0.14285714285714285,8,2.091967815109355e-07,n_counts,continuous
3090,1.0,1,0.0013108830025043228,cell_type,categorical
3091,0.5,3,3.85764210965474e-10,cell_type,categorical
3092,0.3333333333333333,4,1.727640304659801e-08,cell_type,categorical
3093,1.0,2,1.2172027719003267e-07,cell_type,categorical
3094,0.16666666666666666,7,3.1411555088017165e-05,pct_ribo,continuous
3095,0.5,3,2.918696327304237e-06,cell_type,categorical
3096,0.25,5,2.3437792274473877e-09,cell_type,categorical
3097,1.0,2,3.2309450625448345e-05,cell_type,categorical
3098,1.0,2,3.511994499181242e-07,cell_type,categorical
3099,0.16666666666666666,7,4.203139337399202e-06,pct_mito,continuous
3100,1.0,1,0.0008557466063882197,cell_type,categorical
3101,0.16666666666666666,7,2.550771195765692e-05,pct_mito,continuous
3102,0.3333333333333333,4,3.586848271671832e-05,cell_type,categorical
3103,0.125,8,2.0049751676850907e-08,n_genes,continuous
3104,1.0,2,7.995773948633344e-07,cell_type,categorical
3105,0.3333333333333333,5,3.222058879118362e-09,cell_type,categorical
3106,1.0,2,0.00019455459877199162,Inflammation_Response,continuous
3107,0.3333333333333333,4,1.066278243891024e-06,cell_type,categorical
3108,0.125,9,4.223170275215359e-07,Oxidative_Phosphorylation,continuous
3109,1.0,1,3.4415698338371616e-06,cell_type,categorical
3110,1.0,2,4.869910668555877e-07,Inflammation_Response,continuous
3111,0.3333333333333333,4,7.756215329716882e-05,cell_type,categorical
3112,1.0,2,4.311762738186605e-07,cell_type,categorical
3113,0.5,3,3.379199183538692e-05,pct_ribo,continuous
3114,1.0,2,4.692581193111023e-05,cell_type,categorical
3115,0.1111111111111111,9,5.6099838006437205e-05,n_genes,continuous
3116,1.0,2,3.511994499181242e-07,pct_ribo,continuous
3117,0.16666666666666666,7,7.93451532114524e-06,Apoptosis,continuous
3118,0.14285714285714285,8,5.053530745982952e-12,Oxidative_Phosphorylation,continuous
3119,0.1,11,4.076779924937601e-37,n_genes,continuous
3120,1.0,2,4.446012645670309e-08,cell_type,categorical
3121,1.0,2,4.260402375400121e-07,cell_type,categorical
3122,0.5,3,0.0016345206863373973,Oxidative_Phosphorylation,continuous
3123,0.5,3,2.0918888136385454e-08,cell_type,categorical
3124,0.25,5,0.00023408969075517134,pct_mito,continuous
3125,0.2,6,0.002708118631964498,Oxidative_Phosphorylation,continuous
3126,0.14285714285714285,8,1.991342063468354e-06,G2M_score,continuous
3127,1.0,1,0.03700409700421089,cell_type,categorical
3129,1.0,2,3.586617986342571e-09,cell_type,categorical
3130,0.14285714285714285,8,7.580901022175212e-05,cell_type,categorical
3131,0.5,3,1.7469369791897864e-06,cell_type,categorical
3132,1.0,2,0.002406180289566659,cell_type,categorical
3133,0.5,3,6.033646643996003e-11,cell_type,categorical
3134,1.0,2,7.463445770436405e-09,pct_ribo,continuous
3135,1.0,1,0.014545711077745839,cell_type,categorical
3137,1.0,2,1.4110720012022679e-05,cell_type,categorical
3138,1.0,2,0.001403537115349433,cell_type,categorical
3139,0.3333333333333333,4,0.00017910817062862061,cell_type,categorical
3140,1.0,2,0.0051894106044410295,G2M_score,continuous
3141,0.5,3,2.3001670304710592e-06,cell_type,categorical
3142,1.0,2,1.6976023563112374e-08,Inflammation_Response,continuous
3143,1.0,1,0.011267791872362218,pct_ribo,continuous
3145,1.0,1,0.015441052255325684,Inflammation_Response,continuous
3146,1.0,1,3.479320591692125e-05,cell_type,categorical
3147,1.0,1,3.676531294777984e-05,cell_type,categorical
3148,1.0,2,1.2228234462674285e-06,cell_type,categorical
3149,0.5,4,9.605630281150855e-08,cell_type,categorical
3150,1.0,2,5.085830700468983e-06,cell_type,categorical
3151,0.5,4,9.451971571884292e-07,cell_type,categorical
3153,0.16666666666666666,7,4.7925788911195277e-08,pct_ribo,continuous
3154,0.125,9,3.900201643951647e-10,Inflammation_Response,continuous
3155,1.0,2,2.4163944335197e-08,cell_type,categorical
3156,0.25,5,0.00015110441201085436,cell_type,categorical
3157,0.25,5,2.0000879993183425e-07,cell_type,categorical
3158,0.16666666666666666,7,1.018038235946989e-06,cell_type,categorical
3159,0.1111111111111111,10,2.6139651202315048e-11,G2M_score,continuous
3160,1.0,1,0.0004688573888173484,cell_type,categorical
3161,0.1111111111111111,9,2.4160366173288912e-09,n_counts,continuous
3162,1.0,1,3.012581197195511e-07,cell_type,categorical
3163,0.125,9,2.5079505566197203e-07,n_genes,continuous
3164,1.0,2,1.5088015716942984e-05,cell_type,categorical
3165,0.5,3,1.2765590702085702e-07,cell_type,categorical
3166,0.125,9,6.48436870178951e-08,Oxidative_Phosphorylation,continuous
3167,1.0,2,6.163528105489709e-11,cell_type,categorical
3168,0.5,3,0.00030793764499917597,cell_type,categorical
3169,0.125,9,0.002837178111648602,Hypoxia,continuous
3171,1.0,1,0.0002359482102854069,cell_type,categorical
3172,1.0,1,4.1910116745771376e-08,cell_type,categorical
3173,0.5,3,3.6240023055643576e-08,cell_type,categorical
3174,1.0,2,6.041582655254396e-11,cell_type,categorical
3175,1.0,1,0.0023559053918281434,pct_ribo,continuous
3176,1.0,2,0.0005097214442074914,pct_ribo,continuous
3177,1.0,2,1.3384416254030334e-08,cell_type,categorical
3178,0.3333333333333333,4,0.00013871647946471215,G2M_score,continuous
3179,1.0,2,0.001211110453301814,cell_type,categorical
3180,1.0,2,0.005985692508976444,cell_type,categorical
3181,0.3333333333333333,4,0.00023885851598961553,cell_type,categorical
3182,0.25,5,1.2061219317998087e-08,cell_type,categorical
3183,1.0,2,3.734160962591018e-05,cell_type,categorical
3184,0.5,3,5.266048503813652e-06,Inflammation_Response,continuous
3185,0.5,3,0.0012076809780019041,cell_type,categorical
3186,1.0,2,2.257195782693005e-08,cell_type,categorical
3187,0.16666666666666666,6,3.084742740585363e-06,Hypoxia,continuous
3188,0.3333333333333333,4,2.4836688865528348e-05,cell_type,categorical
3189,0.5,3,2.521000630303404e-08,cell_type,categorical
3190,0.2,6,0.007997076080336583,Inflammation_Response,continuous
3191,1.0,2,8.069286761285215e-07,cell_type,categorical
3192,0.25,5,2.5407213021878517e-05,cell_type,categorical
3193,1.0,2,4.4555559735117546e-07,cell_type,categorical
3195,0.3333333333333333,4,8.911475219963253e-10,cell_type,categorical
3196,1.0,1,0.01353521270125963,Inflammation_Response,continuous
