feature_idx,pca_x,pca_y,sparsity,activation_mean,activation_std,specificity_score,n_associations,strongest_qvalue,strongest_association,attr_type
3103,-6.55846,0.16747387,0.85,0.014854108,0.05465673,0.125,8.0,2.0049751676850907e-08,n_genes,continuous
3104,3.1527765,-2.415063,0.34,0.17063111,0.20439127,1.0,2.0,7.995773948633344e-07,cell_type,categorical
3105,0.63048327,-2.9052312,0.31,0.14431815,0.14061259,0.3333333333333333,5.0,3.222058879118362e-09,cell_type,categorical
3106,-2.2059975,-1.7591383,0.4,0.08911351,0.117016025,1.0,2.0,0.00019455459877199162,Inflammation_Response,continuous
3107,-5.934233,-0.37701866,0.72,0.026351577,0.05439651,0.3333333333333333,4.0,1.066278243891024e-06,cell_type,categorical
3108,-5.75701,-0.20550711,0.75,0.033216093,0.07655765,0.125,9.0,4.223170275215359e-07,Oxidative_Phosphorylation,continuous
3109,3.3446174,-2.4260955,0.17,0.17730516,0.14255325,1.0,1.0,3.4415698338371616e-06,cell_type,categorical
3110,2.0507314,4.374471,0.28,0.15364209,0.15573104,1.0,2.0,4.869910668555877e-07,Inflammation_Response,continuous
3111,-1.8588346,-0.0927329,0.56,0.08776487,0.16118638,0.3333333333333333,4.0,7.756215329716882e-05,cell_type,categorical
3112,-0.51436,-4.9736304,0.42,0.10831895,0.12001907,1.0,2.0,4.311762738186605e-07,cell_type,categorical
3113,0.5964904,4.9435782,0.2,0.13608702,0.13215747,0.5,3.0,3.379199183538692e-05,pct_ribo,continuous
3114,4.207162,3.4514139,0.2,0.20312673,0.17455514,1.0,2.0,4.692581193111023e-05,cell_type,categorical
3115,-5.931215,0.455913,0.83,0.025874512,0.06813925,0.1111111111111111,9.0,5.6099838006437205e-05,n_genes,continuous
3116,0.7041029,-2.7801344,0.28,0.13874288,0.121734,1.0,2.0,3.511994499181242e-07,pct_ribo,continuous
3117,-6.2771726,-0.7336223,0.84,0.015724514,0.04605827,0.16666666666666666,7.0,7.93451532114524e-06,Apoptosis,continuous
3118,-6.0017643,0.30453387,0.74,0.029507631,0.07275542,0.14285714285714285,8.0,5.053530745982952e-12,Oxidative_Phosphorylation,continuous
3119,-7.189159,-0.3240159,0.99,0.0022206013,0.022094708,0.1,11.0,4.076779924937601e-37,n_genes,continuous
3120,13.429744,-0.870919,0.12,0.34475663,0.23328662,1.0,2.0,4.446012645670309e-08,cell_type,categorical
3121,4.703914,1.0333399,0.14,0.22656041,0.21780276,1.0,2.0,4.260402375400121e-07,cell_type,categorical
3122,-3.888685,-0.13273145,0.55,0.06505788,0.103685126,0.5,3.0,0.0016345206863373973,Oxidative_Phosphorylation,continuous
3123,15.894962,5.664053,0.02,0.39014792,0.18535693,0.5,3.0,2.0918888136385454e-08,cell_type,categorical
3124,-5.7691817,-0.57358867,0.8,0.029758757,0.06862772,0.25,5.0,0.00023408969075517134,pct_mito,continuous
3125,-3.7998667,-1.8218402,0.61,0.05743904,0.10985746,0.2,6.0,0.002708118631964498,Oxidative_Phosphorylation,continuous
3126,-6.6804333,-0.6247768,0.87,0.0095267575,0.031405684,0.14285714285714285,8.0,1.991342063468354e-06,G2M_score,continuous
3127,2.260587,1.2534634,0.11,0.15912361,0.105022706,1.0,1.0,0.03700409700421089,cell_type,categorical
3128,-2.2858167,1.6338742,0.32,0.08961745,0.10872396,0.0,,,None,
3129,4.164268,6.8256645,0.38,0.1858048,0.20929775,1.0,2.0,3.586617986342571e-09,cell_type,categorical
3130,-4.474057,-1.750989,0.75,0.047335386,0.10556455,0.14285714285714285,8.0,7.580901022175212e-05,cell_type,categorical
3131,8.199904,0.30941227,0.09,0.25084653,0.16479252,0.5,3.0,1.7469369791897864e-06,cell_type,categorical
3132,8.014629,-2.1984012,0.05,0.26235148,0.15394233,1.0,2.0,0.002406180289566659,cell_type,categorical
3133,10.789946,2.5566063,0.12,0.30730304,0.21388896,0.5,3.0,6.033646643996003e-11,cell_type,categorical
3134,13.366514,3.6127043,0.06,0.34574482,0.1768109,1.0,2.0,7.463445770436405e-09,pct_ribo,continuous
3135,-4.584626,-1.3634757,0.65,0.047955006,0.08434723,1.0,1.0,0.014545711077745839,cell_type,categorical
3136,-2.5883057,0.28229472,0.32,0.0836991,0.0911702,0.0,,,None,
3137,-4.2325788,-0.096509166,0.42,0.052385166,0.06694805,1.0,2.0,1.4110720012022679e-05,cell_type,categorical
3138,0.88547754,0.10427045,0.14,0.1447983,0.11767079,1.0,2.0,0.001403537115349433,cell_type,categorical
3139,1.2519256,-1.5582774,0.32,0.15654893,0.14971636,0.3333333333333333,4.0,0.00017910817062862061,cell_type,categorical
3140,-4.963591,-1.4313563,0.7,0.041422006,0.08214363,1.0,2.0,0.0051894106044410295,G2M_score,continuous
3141,-1.7244968,-1.6920737,0.51,0.10235033,0.1460377,0.5,3.0,2.3001670304710592e-06,cell_type,categorical
3142,-0.46963677,4.5868034,0.28,0.117168166,0.12176139,1.0,2.0,1.6976023563112374e-08,Inflammation_Response,continuous
3143,-2.8908534,-1.3508391,0.41,0.074349664,0.09016245,1.0,1.0,0.011267791872362218,pct_ribo,continuous
3144,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3145,0.57014173,2.4860156,0.25,0.13535982,0.12685707,1.0,1.0,0.015441052255325684,Inflammation_Response,continuous
3146,2.9818668,3.3577824,0.2,0.17640616,0.13547245,1.0,1.0,3.479320591692125e-05,cell_type,categorical
3147,6.9880543,-2.6682947,0.25,0.2277748,0.19152883,1.0,1.0,3.676531294777984e-05,cell_type,categorical
3148,-2.590633,-2.6425412,0.48,0.07849115,0.09831445,1.0,2.0,1.2228234462674285e-06,cell_type,categorical
3149,2.659344,2.6024585,0.42,0.1652529,0.18316405,0.5,4.0,9.605630281150855e-08,cell_type,categorical
3150,-2.2602615,-3.471266,0.45,0.07490596,0.10731251,1.0,2.0,5.085830700468983e-06,cell_type,categorical
3151,0.71819353,3.235488,0.23,0.12901911,0.12004938,0.5,4.0,9.451971571884292e-07,cell_type,categorical
3152,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3153,-4.80809,-1.3001845,0.66,0.04330049,0.08282399,0.16666666666666666,7.0,4.7925788911195277e-08,pct_ribo,continuous
3154,18.004688,37.45354,0.67,0.4194374,0.734958,0.125,9.0,3.900201643951647e-10,Inflammation_Response,continuous
3155,0.7653774,-3.3567312,0.29,0.13782658,0.12811156,1.0,2.0,2.4163944335197e-08,cell_type,categorical
3156,-6.001548,-1.0379426,0.74,0.02227264,0.049439684,0.25,5.0,0.00015110441201085436,cell_type,categorical
3157,-3.6292415,0.9199616,0.53,0.078453034,0.13346337,0.25,5.0,2.0000879993183425e-07,cell_type,categorical
3158,-5.7373877,-0.006432732,0.72,0.03191369,0.07127182,0.16666666666666666,7.0,1.018038235946989e-06,cell_type,categorical
3159,-6.8998804,-0.66931546,0.96,0.007564391,0.04074286,0.1111111111111111,10.0,2.6139651202315048e-11,G2M_score,continuous
3160,1.9662954,-1.7335497,0.24,0.15808949,0.14372507,1.0,1.0,0.0004688573888173484,cell_type,categorical
3161,-6.1077223,-0.05953769,0.74,0.019742005,0.04528168,0.1111111111111111,9.0,2.4160366173288912e-09,n_counts,continuous
3162,13.4588995,0.6362768,0.05,0.36124858,0.19759598,1.0,1.0,3.012581197195511e-07,cell_type,categorical
3163,-6.9603024,-0.12596107,0.9,0.0070174756,0.028364185,0.125,9.0,2.5079505566197203e-07,n_genes,continuous
3164,21.074635,-2.8689983,0.01,0.47529614,0.19635957,1.0,2.0,1.5088015716942984e-05,cell_type,categorical
3165,-2.6921153,-0.36081916,0.48,0.09448508,0.13944036,0.5,3.0,1.2765590702085702e-07,cell_type,categorical
3166,-4.907667,-1.312035,0.66,0.040299978,0.07942891,0.125,9.0,6.48436870178951e-08,Oxidative_Phosphorylation,continuous
3167,3.582596,-0.89907223,0.26,0.16873907,0.14733477,1.0,2.0,6.163528105489709e-11,cell_type,categorical
3168,-2.962919,-1.001867,0.51,0.076111905,0.11772192,0.5,3.0,0.00030793764499917597,cell_type,categorical
3169,-5.1931367,2.4758494,0.74,0.037482347,0.0825287,0.125,9.0,0.002837178111648602,Hypoxia,continuous
3170,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3171,-2.9770281,-2.569128,0.59,0.06713791,0.092125535,1.0,1.0,0.0002359482102854069,cell_type,categorical
3172,3.7118692,-2.5784788,0.2,0.19098634,0.17254941,1.0,1.0,4.1910116745771376e-08,cell_type,categorical
3173,-0.024558507,-3.5477917,0.31,0.12352744,0.122881025,0.5,3.0,3.6240023055643576e-08,cell_type,categorical
3174,34.6132,1.9330028,0.0,0.6741063,0.29428697,1.0,2.0,6.041582655254396e-11,cell_type,categorical
3175,-3.9827197,-1.3915159,0.4,0.059822462,0.074983776,1.0,1.0,0.0023559053918281434,pct_ribo,continuous
3176,13.72467,-3.1425703,0.01,0.35288018,0.15215223,1.0,2.0,0.0005097214442074914,pct_ribo,continuous
3177,14.836087,3.6088245,0.03,0.37719128,0.1508294,1.0,2.0,1.3384416254030334e-08,cell_type,categorical
3178,-6.1019993,-0.8484685,0.84,0.023399003,0.07030574,0.3333333333333333,4.0,0.00013871647946471215,G2M_score,continuous
3179,2.8310056,0.3153398,0.12,0.18286502,0.1487606,1.0,2.0,0.001211110453301814,cell_type,categorical
3180,-2.2440314,-1.9959453,0.46,0.08077329,0.10495433,1.0,2.0,0.005985692508976444,cell_type,categorical
3181,-3.960354,0.4970685,0.54,0.06738565,0.10349357,0.3333333333333333,4.0,0.00023885851598961553,cell_type,categorical
3182,4.1452923,-2.3983085,0.22,0.1860983,0.16295631,0.25,5.0,1.2061219317998087e-08,cell_type,categorical
3183,3.2947257,-5.524268,0.48,0.17064086,0.19471976,1.0,2.0,3.734160962591018e-05,cell_type,categorical
3184,-1.8115927,0.25385582,0.44,0.09583573,0.12017663,0.5,3.0,5.266048503813652e-06,Inflammation_Response,continuous
3185,-2.7139726,-0.17781118,0.48,0.082893886,0.118371814,0.5,3.0,0.0012076809780019041,cell_type,categorical
3186,4.4367194,-4.7572293,0.22,0.19765541,0.14974867,1.0,2.0,2.257195782693005e-08,cell_type,categorical
3187,-5.8065014,-1.2284812,0.78,0.024585782,0.060070377,0.16666666666666666,6.0,3.084742740585363e-06,Hypoxia,continuous
3188,-4.6135163,-1.0078179,0.63,0.05123545,0.08599261,0.3333333333333333,4.0,2.4836688865528348e-05,cell_type,categorical
3189,9.427707,-0.16722058,0.06,0.29415032,0.21521294,0.5,3.0,2.521000630303404e-08,cell_type,categorical
3190,-6.0138507,-0.087954156,0.78,0.02292237,0.05722395,0.2,6.0,0.007997076080336583,Inflammation_Response,continuous
3191,14.806386,5.427801,0.11,0.36403123,0.21659465,1.0,2.0,8.069286761285215e-07,cell_type,categorical
3192,-4.6766562,-1.0801135,0.51,0.04949425,0.07248411,0.25,5.0,2.5407213021878517e-05,cell_type,categorical
3193,-0.45574546,-0.024503184,0.21,0.12345002,0.12028582,1.0,2.0,4.4555559735117546e-07,cell_type,categorical
3194,6.520541,0.7329074,0.1,0.22955963,0.123697445,0.0,,,None,
3195,2.1116793,3.02108,0.3,0.15303364,0.15317866,0.3333333333333333,4.0,8.911475219963253e-10,cell_type,categorical
3196,-0.79067236,-1.9194409,0.41,0.10570833,0.1312635,1.0,1.0,0.01353521270125963,Inflammation_Response,continuous
3197,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3198,-0.31634873,2.845633,0.33,0.12558034,0.121125385,0.5,3.0,0.00030483319724924007,cell_type,categorical
3199,-3.3178523,-1.9557934,0.45,0.06296401,0.08043623,1.0,2.0,0.014667348506827037,cell_type,categorical
3200,-0.09592077,-2.0902736,0.32,0.12267063,0.12674628,1.0,2.0,0.001114733450985669,cell_type,categorical
3201,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3202,-4.075426,-0.56625825,0.56,0.059230816,0.09525022,0.3333333333333333,4.0,5.672525017422375e-06,cell_type,categorical
3203,3.287917,-0.7253717,0.25,0.16881433,0.14785604,0.3333333333333333,4.0,1.0428725581224567e-08,cell_type,categorical
3204,-7.0287814,-0.29341334,0.93,0.0046027885,0.023979211,0.25,6.0,2.019621395204608e-09,G2M_score,continuous
3205,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3206,1.4310557,0.8389004,0.16,0.15779048,0.13638653,1.0,1.0,0.0001577441013443874,cell_type,categorical
3207,-3.144135,0.7028751,0.49,0.0750396,0.09748446,0.5,3.0,1.510069525832698e-07,cell_type,categorical
3208,-1.3752756,7.7227244,0.62,0.11141238,0.17241302,0.5,3.0,5.00732983709046e-06,cell_type,categorical
3209,-6.732049,0.4281713,0.92,0.008968532,0.032301396,0.1,10.0,2.185637627905979e-19,n_genes,continuous
3210,2.7021039,-3.736101,0.16,0.16801533,0.14298181,1.0,1.0,0.00019846462574374602,pct_ribo,continuous
3211,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3212,11.699299,-5.285733,0.07,0.30941632,0.21395612,1.0,1.0,5.81771452382712e-09,cell_type,categorical
3213,3.21043,-5.7637844,0.3,0.18215682,0.17782809,0.3333333333333333,4.0,4.070362604820084e-08,cell_type,categorical
3214,-6.892596,-0.09700679,0.89,0.007956457,0.027759613,0.1111111111111111,10.0,6.206091121482924e-16,n_genes,continuous
3215,-3.7959428,0.13600644,0.4,0.057760898,0.07068765,1.0,2.0,0.0015188543125464395,Inflammation_Response,continuous
3216,0.15665548,1.2657112,0.31,0.12709416,0.13837568,1.0,2.0,0.000202228400915411,cell_type,categorical
3217,-1.8573858,-1.5466541,0.43,0.100414425,0.117078654,0.3333333333333333,4.0,1.5452591071873556e-08,cell_type,categorical
3218,-5.979366,-0.59735525,0.8,0.027755305,0.07728007,0.2,6.0,4.548525851270181e-05,cell_type,categorical
3219,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3220,5.059163,-0.7645808,0.11,0.2123465,0.16131102,0.0,,,None,
3221,-0.12884136,-3.3180277,0.32,0.1207509,0.11635925,1.0,2.0,2.498823180909427e-06,cell_type,categorical
3222,5.2064195,3.5088122,0.11,0.21411669,0.15596579,1.0,1.0,0.004868965172383498,cell_type,categorical
3223,-1.2760367,2.1783814,0.51,0.09928275,0.13519166,0.5,3.0,7.96248257928596e-06,pct_ribo,continuous
3224,-3.9689555,4.3502502,0.64,0.061719112,0.107610434,0.5,3.0,0.0003064518010445166,cell_type,categorical
3225,2.423765,0.12557043,0.3,0.16458885,0.15589046,1.0,1.0,0.008242263152192486,cell_type,categorical
3226,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3227,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3228,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3229,-5.9925356,0.013559317,0.79,0.022508869,0.06345538,0.25,5.0,4.4702498707383203e-05,pct_mito,continuous
3230,3.3054416,2.128067,0.17,0.17187582,0.1411268,1.0,2.0,3.3370665107064882e-06,cell_type,categorical
3231,3.7872818,-2.7941196,0.17,0.19196625,0.15060093,1.0,2.0,2.052587365350469e-05,cell_type,categorical
3232,-5.9937506,-0.86209875,0.71,0.022551602,0.044230305,0.125,9.0,1.4278216889898261e-05,cell_type,categorical
3233,10.090105,8.62339,0.18,0.30471295,0.2058847,1.0,2.0,2.355412220634251e-10,cell_type,categorical
3234,-6.68691,0.28339183,0.87,0.010771504,0.037340265,0.1111111111111111,10.0,5.353241757442218e-08,Apoptosis,continuous
3235,-1.097342,-1.2742627,0.2,0.10616931,0.08628099,1.0,2.0,2.663407462511479e-07,cell_type,categorical
3236,-5.446186,-0.02789439,0.58,0.032822285,0.053964317,0.16666666666666666,7.0,0.0017801878302115511,pct_ribo,continuous
3237,20.443703,-10.8154335,0.05,0.44644564,0.2446904,1.0,2.0,6.659305700338595e-09,cell_type,categorical
3238,1.2369366,2.8089833,0.34,0.13849543,0.15029666,1.0,2.0,6.163528105489709e-11,Inflammation_Response,continuous
3239,6.8930745,0.40516496,0.1,0.23413993,0.16434401,1.0,2.0,3.944528503029179e-06,cell_type,categorical
3240,4.513243,-0.107261434,0.16,0.21825054,0.19511326,1.0,1.0,7.90444945639195e-06,cell_type,categorical
3241,-3.1187987,-1.466345,0.44,0.06742651,0.08761816,1.0,1.0,7.916435645199182e-06,cell_type,categorical
3242,-3.2883594,5.15789,0.66,0.07774452,0.12582567,1.0,2.0,3.689455386116521e-05,cell_type,categorical
3243,-1.6873884,3.982516,0.45,0.110159494,0.12837315,1.0,1.0,1.4780347468521375e-07,cell_type,categorical
3244,-6.859851,-0.081873484,0.92,0.009504216,0.040063277,0.125,10.0,4.173777221216905e-15,n_counts,continuous
3245,-4.0716515,-0.41347682,0.59,0.065952994,0.11242855,0.25,5.0,8.596553596591615e-09,cell_type,categorical
3246,-3.8749309,-0.76977795,0.48,0.05567631,0.074403375,0.0,,,None,
3247,-4.650514,-1.4464446,0.65,0.045095038,0.09168719,0.125,9.0,0.0005735943941974711,n_counts,continuous
3248,0.70733774,-0.18065184,0.25,0.13454816,0.1268914,1.0,2.0,4.522974804601134e-07,cell_type,categorical
3249,-6.166067,-0.38831568,0.84,0.01814396,0.05178449,0.14285714285714285,8.0,2.1490802128559554e-08,DNA_Repair,continuous
3250,-6.939363,-0.63258415,0.94,0.0051424573,0.0257288,0.125,8.0,2.779073348440554e-13,n_genes,continuous
3251,12.876562,1.272918,0.01,0.3501084,0.17940162,0.3333333333333333,4.0,3.040237876344003e-07,cell_type,categorical
3252,7.080941,10.320899,0.09,0.25481024,0.19915992,1.0,2.0,1.2903024929500138e-09,cell_type,categorical
3253,1.2725265,-2.080322,0.25,0.14752802,0.13892405,1.0,1.0,0.0007660959832899848,cell_type,categorical
3254,2.963249,-5.011503,0.54,0.17138511,0.2283808,0.14285714285714285,8.0,3.2182897699465327e-13,cell_type,categorical
3255,1.7122698,-0.6727483,0.21,0.14777762,0.12641872,1.0,2.0,0.01231550427171801,cell_type,categorical
3256,0.07730145,2.2300766,0.26,0.13344994,0.12580322,1.0,1.0,0.0017601452966589215,cell_type,categorical
3257,0.7476367,0.053692658,0.27,0.13909048,0.12929508,1.0,1.0,2.651806356063503e-07,cell_type,categorical
3258,-4.819812,-0.62788343,0.69,0.038807277,0.07001501,1.0,2.0,0.0005722122465993773,cell_type,categorical
3259,5.7002745,2.9157913,0.13,0.2169167,0.16019286,1.0,2.0,2.477031558340439e-07,Inflammation_Response,continuous
3260,-5.506214,-0.9398963,0.74,0.033330973,0.077275306,0.16666666666666666,7.0,1.113606970040617e-06,G2M_score,continuous
3261,-2.0340154,-2.7974372,0.53,0.08615624,0.13141493,1.0,2.0,3.496524043018935e-06,cell_type,categorical
3262,0.36413696,3.3726275,0.14,0.13864008,0.10828447,1.0,1.0,0.02017027727027936,cell_type,categorical
3263,-5.7911434,1.3277225,0.76,0.031372413,0.06519584,0.16666666666666666,6.0,0.0002283803000287539,DNA_Repair,continuous
3264,2.2449806,0.35389397,0.28,0.16052982,0.1518315,1.0,2.0,5.075085359697401e-05,cell_type,categorical
3265,-3.361102,-0.49497238,0.46,0.06965805,0.08829308,1.0,1.0,0.002877001705488524,cell_type,categorical
3266,-4.0245757,1.4104728,0.54,0.05736768,0.088972464,1.0,2.0,0.0030413850469960834,cell_type,categorical
3267,9.030369,-1.8032982,0.01,0.2720273,0.1138556,0.0,,,None,
3268,-3.4580777,-0.9280245,0.59,0.07431774,0.115957126,0.16666666666666666,7.0,9.564515722279621e-06,cell_type,categorical
3269,13.893218,-5.0659227,0.11,0.35564685,0.22387162,1.0,2.0,4.9110753480676285e-09,cell_type,categorical
3270,-1.2063278,2.0155938,0.41,0.09761985,0.12637813,0.25,5.0,0.000527742169179126,cell_type,categorical
3271,-3.3247757,-1.814156,0.47,0.07106301,0.097911276,1.0,2.0,2.74610689393018e-06,cell_type,categorical
3272,-6.0567236,-0.7056225,0.75,0.023625562,0.062469345,0.125,9.0,4.4811226852612634e-08,pct_ribo,continuous
3273,3.8836823,-0.9913469,0.07,0.18617319,0.1309708,1.0,1.0,0.022396730162360153,cell_type,categorical
3274,-3.5574756,-0.82047105,0.55,0.06158063,0.10469088,1.0,1.0,0.01631624801933943,pct_ribo,continuous
3275,10.266528,7.0603933,0.03,0.3055355,0.1688177,0.5,3.0,4.634092953152218e-09,cell_type,categorical
3276,2.024235,2.011705,0.13,0.16905718,0.121539064,1.0,1.0,0.029040300302524292,cell_type,categorical
3277,4.1342287,1.7861621,0.22,0.1860097,0.15336543,1.0,2.0,1.6888538578157101e-09,cell_type,categorical
3278,-5.711222,0.61548126,0.79,0.026854124,0.07065024,0.125,8.0,5.079000411655743e-06,Hypoxia,continuous
3279,-3.344925,-0.12966412,0.47,0.07662872,0.10973903,0.3333333333333333,4.0,5.5705508462498324e-08,cell_type,categorical
3280,3.9790444,5.3876586,0.21,0.1946907,0.17983744,1.0,2.0,5.567698908886696e-08,cell_type,categorical
3281,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3282,0.56962204,-0.37091175,0.26,0.12349214,0.12337014,1.0,2.0,6.734720597359164e-07,cell_type,categorical
3283,0.3042003,-0.81754225,0.25,0.13245901,0.13072795,1.0,1.0,0.000662500292942975,cell_type,categorical
3284,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3285,3.1675014,0.6290329,0.1,0.18190873,0.12643132,1.0,1.0,0.012222452389287649,pct_ribo,continuous
3286,6.72013,-0.7051847,0.1,0.24374115,0.16425629,0.5,3.0,0.00018943663624031626,cell_type,categorical
3287,3.758556,-0.8647176,0.25,0.1768654,0.15062405,1.0,2.0,2.6364312682687656e-10,Inflammation_Response,continuous
3288,9.63648,3.272962,0.03,0.28524625,0.14036638,1.0,2.0,0.002280096772190474,pct_ribo,continuous
3289,-2.618149,-2.2719445,0.56,0.086387634,0.12927546,0.3333333333333333,4.0,2.334088902800024e-07,cell_type,categorical
3290,5.204821,-1.6104884,0.09,0.20381273,0.1440612,1.0,1.0,3.903617900687826e-05,cell_type,categorical
3291,5.329831,3.5077708,0.24,0.20932046,0.16260241,0.25,5.0,1.1476369755176402e-07,cell_type,categorical
3292,11.219233,-2.42051,0.03,0.29803517,0.15951906,1.0,1.0,0.004935409205512539,cell_type,categorical
3293,-3.2258089,-0.7465083,0.43,0.06780581,0.09098059,1.0,1.0,0.009207637063335205,cell_type,categorical
3294,0.38320217,-2.2543454,0.24,0.13139829,0.12136736,1.0,2.0,2.4883161115313208e-05,cell_type,categorical
3295,2.0443666,-4.4662924,0.3,0.15903558,0.15479165,0.5,3.0,1.2178072703444665e-08,cell_type,categorical
3296,-6.9846845,-0.15632194,0.91,0.007626648,0.030897966,0.125,9.0,7.717108073424527e-18,DNA_Repair,continuous
3297,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3298,-4.869189,1.4022436,0.68,0.04821483,0.096956775,0.2,6.0,0.0027105188491493705,Oxidative_Phosphorylation,continuous
3299,3.0029275,0.96512234,0.2,0.1649717,0.12918136,0.3333333333333333,4.0,2.3683723577675275e-05,cell_type,categorical
3300,3.9126418,-7.462842,0.52,0.17652802,0.2500866,1.0,2.0,1.1216467758832311e-05,cell_type,categorical
3301,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3302,-5.887627,-1.1361192,0.78,0.026218323,0.0685088,0.16666666666666666,7.0,6.0066302117161384e-05,cell_type,categorical
3303,27.89581,-4.3751025,0.1,0.5543772,0.38151574,1.0,2.0,6.825220936149018e-08,cell_type,categorical
3304,-6.130357,0.39299735,0.74,0.022339512,0.056037936,0.14285714285714285,7.0,2.662240649070119e-07,Oxidative_Phosphorylation,continuous
3305,1.5425642,2.3703668,0.26,0.14693762,0.12992842,0.3333333333333333,4.0,8.537766715536486e-08,Inflammation_Response,continuous
3306,-5.553586,-0.6840451,0.7,0.036270503,0.07037175,0.3333333333333333,4.0,2.3170044061020484e-07,cell_type,categorical
3307,2.6543794,-2.1081402,0.1,0.1678716,0.12428037,0.5,3.0,0.003256130835196286,cell_type,categorical
3308,-6.8834724,0.11066218,0.92,0.008766379,0.04115008,0.1111111111111111,9.0,2.4336525456821596e-17,n_genes,continuous
3309,4.833534,1.1675011,0.1,0.19751179,0.13962434,1.0,2.0,0.0031309693161083543,cell_type,categorical
3310,-5.988676,-0.40968776,0.73,0.021019613,0.052125968,0.14285714285714285,8.0,5.536978257632641e-05,DNA_Repair,continuous
3311,-4.2497306,1.6294296,0.67,0.052292567,0.09360008,0.2,6.0,0.00040046682945353123,Inflammation_Response,continuous
3312,-6.300282,-0.1999356,0.83,0.02010286,0.061386023,0.1111111111111111,10.0,2.0182645901108286e-06,Apoptosis,continuous
3313,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
3314,-3.5507622,-1.2289573,0.56,0.070000075,0.107032314,0.25,6.0,8.30370880446754e-09,cell_type,categorical
3315,-5.918678,0.22569375,0.69,0.028560262,0.062310625,0.25,5.0,0.0003342193324938909,Oxidative_Phosphorylation,continuous
3316,-4.7642317,-1.9943554,0.68,0.041381106,0.08912873,0.2,6.0,8.300598506739012e-05,cell_type,categorical
3317,7.3138766,7.693705,0.15,0.24773446,0.19761503,1.0,2.0,5.687212609632525e-08,cell_type,categorical
3318,2.7044365,-2.1308472,0.17,0.1660659,0.15829378,1.0,2.0,7.13127182377582e-09,cell_type,categorical
3319,-4.9773407,1.8882614,0.63,0.046051554,0.07795604,1.0,1.0,0.03206924478615901,cell_type,categorical
3320,-0.78113145,3.545964,0.39,0.12408365,0.14450257,1.0,2.0,0.00039102597084877917,cell_type,categorical
3321,1.0297165,-2.6436062,0.31,0.13751881,0.14627226,0.3333333333333333,4.0,1.0247500162104554e-06,cell_type,categorical
3322,0.027324898,4.9643044,0.36,0.13486274,0.14944609,1.0,2.0,4.352043798772338e-08,cell_type,categorical
3323,-3.3844812,2.5496624,0.52,0.070489824,0.09873959,1.0,1.0,5.667673629795745e-06,pct_ribo,continuous
3324,0.4347505,0.9747909,0.33,0.12656797,0.12532917,1.0,2.0,9.534533732161956e-08,cell_type,categorical
3325,4.979934,-1.7644053,0.22,0.19406137,0.17611669,1.0,1.0,2.328872528580676e-06,cell_type,categorical
3326,6.8819675,4.802716,0.09,0.24629743,0.15408829,1.0,2.0,0.0023495778106238777,pct_ribo,continuous
3327,22.160782,7.566438,0.11,0.49297112,0.27740008,1.0,2.0,2.467601052169884e-08,cell_type,categorical
3328,6.400685,-2.818083,0.06,0.2259942,0.15345697,1.0,1.0,0.0005066079658875855,cell_type,categorical
3329,-6.6524463,-0.38116282,0.89,0.011346369,0.042577982,0.125,8.0,3.1392549421012195e-08,n_counts,continuous
3330,-1.0479288,-2.6502678,0.46,0.10600365,0.1364454,1.0,2.0,9.927570816965953e-08,cell_type,categorical
3331,-0.97419477,-2.795807,0.51,0.10817253,0.15217735,1.0,1.0,0.0009810994146061869,pct_ribo,continuous
3332,-2.8226542,1.8404824,0.45,0.09151309,0.13370119,0.5,3.0,4.789406958354665e-07,cell_type,categorical
3333,-3.816745,-1.314699,0.58,0.06236182,0.10473938,0.3333333333333333,4.0,4.6268148169419776e-06,pct_ribo,continuous
3334,-1.0617971,-1.1467183,0.37,0.1150662,0.14024432,1.0,2.0,7.106368920423274e-05,pct_ribo,continuous
3335,-2.771975,1.1099275,0.4,0.07458343,0.088621505,0.0,,,None,
3336,11.948373,-1.746995,0.07,0.33554047,0.2752347,1.0,2.0,1.545340218254763e-07,Inflammation_Response,continuous
3337,18.418886,1.7234758,0.02,0.41573274,0.19283797,1.0,2.0,1.642798851191343e-10,cell_type,categorical
3338,8.078205,-5.7658515,0.14,0.2454774,0.17206669,1.0,2.0,6.035114985285554e-09,cell_type,categorical
