,feature,variable,type,effect_size,pval,padj,abs_effect_size
1492,F4522,n_measured_vars,continuous,-0.023963753134012222,8.364034545112945e-08,1.6696721771658176e-07,0.023963753134012222
22826,F8360,n_genes,continuous,0.023960893973708153,8.393694704553432e-08,1.6755217332814976e-07,0.023960893973708153
26241,F8533,pct_mito,continuous,-0.023958850651979446,8.414952373570526e-08,1.6796935851034737e-07,0.023958850651979446
1726,F5281,n_measured_vars,continuous,-0.02395831048488617,8.420591389845345e-08,1.680747603052553e-07,0.02395831048488617
7932,F3747,G2M_score,continuous,0.023956218734383583,8.442427065500331e-08,1.685034242097307e-07,0.023956218734383583
5749,F7344,S_score,continuous,-0.023955922573804855,8.445522284964621e-08,1.6855802450111208e-07,0.023955922573804855
7483,F2324,G2M_score,continuous,0.023953232914209366,8.4736745284323e-08,1.691126937310222e-07,0.023953232914209366
4378,F3089,S_score,continuous,0.023953096941113472,8.475104635804351e-08,1.6913403350339403e-07,0.023953096941113472
2656,F8101,n_measured_vars,continuous,0.02394529990851879,8.557256340739561e-08,1.7075168974165377e-07,0.02394529990851879
8514,F5544,G2M_score,continuous,-0.023945095017552376,8.55942207542854e-08,1.7078763420862737e-07,0.023945095017552376
995,F2996,n_measured_vars,continuous,-0.02394278161227703,8.583958940841562e-08,1.7126993166828098e-07,0.02394278161227703
9968,F10057,G2M_score,continuous,0.023939253762364388,8.62150543038284e-08,1.7201174925846187e-07,0.023939253762364388
22373,F6982,n_genes,continuous,0.02393862046301365,8.628256107894593e-08,1.7213910798043558e-07,0.02393862046301365
291,F867,n_measured_vars,continuous,-0.023937266319990158,8.642729323458592e-08,1.7242051876958976e-07,0.023937266319990158
3977,F1861,S_score,continuous,-0.023937033489346504,8.645212154407334e-08,1.7246271029170095e-07,0.023937033489346504
15602,F6764,Hypoxia,continuous,-0.023936836048960686,8.647331079091645e-08,1.724976389918643e-07,0.023936836048960686
42312,F6560,tissue_general,categorical,0.023934804088566585,6.346679793717756e-220,4.6722408558369505e-219,0.023934804088566585
18086,F4064,n_counts,continuous,0.02392730303108692,8.749863436128784e-08,1.7453553450431031e-07,0.02392730303108692
39714,F8783,tissue,categorical,0.0239266974761696,8.973661767323158e-134,5.379376830259254e-133,0.0239266974761696
9486,F8499,G2M_score,continuous,0.023924406617879868,8.781263685005037e-08,1.7514697508236428e-07,0.023924406617879868
43438,F10030,tissue_general,categorical,0.02392142321995099,8.816464304963352e-220,6.487367580882924e-219,0.02392142321995099
25671,F6844,pct_mito,continuous,-0.023921245709061623,8.81562816090727e-08,1.7581742964770893e-07,0.023921245709061623
26349,F8854,pct_mito,continuous,-0.02392003871500492,8.828777966472649e-08,1.7607219539824957e-07,0.02392003871500492
43141,F8987,tissue_general,categorical,0.02391787278873125,9.6198822547206e-220,7.07743087495313e-219,0.02391787278873125
38579,F5356,tissue,categorical,0.02391709325386118,1.0960286243687076e-133,6.568604229818446e-133,0.02391709325386118
18293,F4714,n_counts,continuous,0.02391451969742775,8.889217190546337e-08,1.7726999155687879e-07,0.02391451969742775
45655,F6525,phase,categorical,0.023914380374140804,1.635424102175797e-263,1.3023377254023775e-262,0.023914380374140804
7631,F2814,G2M_score,continuous,-0.023913860321044922,8.89645179072791e-08,1.774067170112736e-07,0.023913860321044922
15819,F7429,Hypoxia,continuous,0.023910973221063614,8.928243698313882e-08,1.7802554074419037e-07,0.023910973221063614
4363,F3045,S_score,continuous,0.023910194635391235,8.936849883794842e-08,1.7818956429863527e-07,0.023910194635391235
22050,F5976,n_genes,continuous,-0.02390899695456028,8.950080483807113e-08,1.7844577499553663e-07,0.02390899695456028
21830,F5335,n_genes,continuous,0.023905692622065544,8.986668927280066e-08,1.7916765034430935e-07,0.023905692622065544
12129,F6384,Inflammation Response,continuous,0.02390332520008087,9.013007356944785e-08,1.7968511795955763e-07,0.02390332520008087
10741,F2048,Inflammation Response,continuous,-0.023901063948869705,9.038207484392731e-08,1.8017984910192927e-07,0.023901063948869705
4283,F2814,S_score,continuous,-0.023899754509329796,9.052821928554062e-08,1.8046351781362905e-07,0.023899754509329796
7218,F1563,G2M_score,continuous,0.02389935962855816,9.057229786889606e-08,1.8054370782133606e-07,0.02389935962855816
28394,F4889,pct_ribo,continuous,-0.023899273946881294,9.058206944847956e-08,1.8055550751389047e-07,0.023899273946881294
23137,F9293,n_genes,continuous,-0.023898866027593613,9.062784262381865e-08,1.8063906444393722e-07,0.023898866027593613
7940,F3766,G2M_score,continuous,0.02389867603778839,9.064906799326215e-08,1.806736877569496e-07,0.02389867603778839
22262,F6670,n_genes,continuous,0.02389843761920929,9.067578540983876e-08,1.807192539216754e-07,0.02389843761920929
18886,F6590,n_counts,continuous,0.02389688231050968,9.084987356858743e-08,1.8105851753504954e-07,0.02389688231050968
5514,F6647,S_score,continuous,-0.023890022188425064,9.162270161723178e-08,1.8258319247493253e-07,0.023890022188425064
2291,F6999,n_measured_vars,continuous,0.023889264091849327,9.170853443910082e-08,1.827464682522546e-07,0.023889264091849327
34862,F4163,cell_type,categorical,0.023889003162651343,1.154591680994189e-70,5.3365566779962156e-70,0.023889003162651343
25976,F7779,pct_mito,continuous,-0.02388845942914486,9.179951530358404e-08,1.8291998815242917e-07,0.02388845942914486
13155,F9509,Inflammation Response,continuous,0.023887893185019493,9.186376127130056e-08,1.830402235295188e-07,0.023887893185019493
6912,F623,G2M_score,continuous,0.02388220652937889,9.251080904562867e-08,1.843216425754179e-07,0.02388220652937889
24599,F3496,pct_mito,continuous,-0.023875677958130836,9.325905763416756e-08,1.8578878567786052e-07,0.023875677958130836
42790,F7989,tissue_general,categorical,0.023874905240241082,2.7638164949249946e-219,2.0308137129663638e-218,0.023874905240241082
29868,F9421,pct_ribo,continuous,-0.02387346141040325,9.351436166784366e-08,1.8628947936993362e-07,0.02387346141040325
3423,F226,S_score,continuous,-0.023872986435890198,9.356919277486412e-08,1.8639078638943606e-07,0.023872986435890198
28055,F3843,pct_ribo,continuous,-0.023867720738053322,9.417909528622254e-08,1.875977457080372e-07,0.023867720738053322
35287,F5510,cell_type,categorical,0.023865245723414134,1.692084145842086e-70,7.808542688186499e-70,0.023865245723414134
2975,F9022,n_measured_vars,continuous,0.02386235073208809,9.480480136360389e-08,1.8883608063551086e-07,0.02386235073208809
22363,F6950,n_genes,continuous,0.023860985413193703,9.496460004098129e-08,1.891463363413451e-07,0.023860985413193703
27256,F1408,pct_ribo,continuous,-0.0238589309155941,9.520541234701474e-08,1.8961791822594015e-07,0.0238589309155941
22036,F5945,n_genes,continuous,-0.02385428361594677,9.575242141202425e-08,1.9068307330689556e-07,0.02385428361594677
4584,F3747,S_score,continuous,0.02385418303310871,9.57642427440069e-08,1.9069851244358447e-07,0.02385418303310871
19192,F7505,n_counts,continuous,0.02385142631828785,9.609026212779903e-08,1.9133959668865272e-07,0.02385142631828785
3966,F1831,S_score,continuous,-0.023848550394177437,9.643153567193311e-08,1.9201100000063079e-07,0.023848550394177437
19263,F7726,n_counts,continuous,-0.023846248164772987,9.670539903103557e-08,1.9254812724109847e-07,0.023846248164772987
43513,F10253,tissue_general,categorical,0.023846047034411514,5.6145081184837797e-219,4.1228767747073746e-218,0.023846047034411514
40510,F1021,tissue_general,categorical,0.023845570646325583,5.680579921233814e-219,4.170088364417719e-218,0.023845570646325583
7416,F2138,G2M_score,continuous,0.023845210671424866,9.682913727862239e-08,1.9278631053111838e-07,0.023845210671424866
26655,F9896,pct_mito,continuous,-0.02384057641029358,9.738364035590277e-08,1.938738528186321e-07,0.02384057641029358
12422,F7283,Inflammation Response,continuous,0.023837998509407043,9.769345195609246e-08,1.9448237333132155e-07,0.023837998509407043
29849,F9359,pct_ribo,continuous,0.02383388578891754,9.818958983894251e-08,1.9546175379813613e-07,0.02383388578891754
6065,F8297,S_score,continuous,0.023831931874155998,9.842643179191761e-08,1.9591658361435206e-07,0.023831931874155998
12541,F7654,Inflammation Response,continuous,-0.023831112310290337,9.852566689494174e-08,1.9610578193127985e-07,0.023831112310290337
25817,F7297,pct_mito,continuous,-0.023829152807593346,9.876381179999816e-08,1.9657143892524476e-07,0.023829152807593346
27956,F3535,pct_ribo,continuous,0.023827653378248215,9.894616103372252e-08,1.9692600993472217e-07,0.023827653378248215
1684,F5122,n_measured_vars,continuous,-0.023827511817216873,9.896355697959067e-08,1.9695226913839052e-07,0.023827511817216873
9529,F8620,G2M_score,continuous,-0.02382718026638031,9.900381267963734e-08,1.9702401850804408e-07,0.02382718026638031
28930,F6590,pct_ribo,continuous,-0.02382635697722435,9.910439127936468e-08,1.9721580317765056e-07,0.02382635697722435
4034,F2013,S_score,continuous,0.02381976507604122,9.991206441474325e-08,1.9881461614297792e-07,0.02381976507604122
42747,F7877,tissue_general,categorical,0.02381632366418327,1.1649732430324555e-218,8.548000289201198e-218,0.02381632366418327
25828,F7328,pct_mito,continuous,-0.02381378971040249,1.0064953550459947e-07,2.002736045241801e-07,0.02381378971040249
15551,F6634,Hypoxia,continuous,-0.023813659325242043,1.0066563733493983e-07,2.0029714111148702e-07,0.023813659325242043
23887,F1346,pct_mito,continuous,-0.023808980360627174,1.0124696674792422e-07,2.014452765688388e-07,0.023808980360627174
11377,F4028,Inflammation Response,continuous,0.0238035935908556,1.0192047492903078e-07,2.0276810275354542e-07,0.0238035935908556
1177,F3555,n_measured_vars,continuous,0.023801414296030998,1.0219387643640725e-07,2.03294770237131e-07,0.023801414296030998
10227,F536,Inflammation Response,continuous,-0.02379998005926609,1.0237430231324764e-07,2.0363640714762112e-07,0.02379998005926609
17671,F2802,n_counts,continuous,0.023798217996954918,1.0259670549836556e-07,2.0407013707275157e-07,0.023798217996954918
24699,F3822,pct_mito,continuous,-0.023797180503606796,1.027274642310716e-07,2.0432155238219417e-07,0.023797180503606796
1276,F3857,n_measured_vars,continuous,0.02379707060754299,1.027414644264503e-07,2.0434072731347134e-07,0.02379707060754299
10575,F1585,Inflammation Response,continuous,0.023794347420334816,1.0308612718582191e-07,2.0500882317679346e-07,0.023794347420334816
6531,F9773,S_score,continuous,0.023791838437318802,1.034045411120487e-07,2.0563333266881405e-07,0.023791838437318802
7366,F1955,G2M_score,continuous,0.02379055880010128,1.0356749664234363e-07,2.059399161131822e-07,0.02379055880010128
35325,F5615,cell_type,categorical,0.023786918287521264,5.956304735455724e-70,2.74059012035222e-69,0.023786918287521264
19580,F8639,n_counts,continuous,-0.02378689870238304,1.0403468827179724e-07,2.0685135779569357e-07,0.02378689870238304
6059,F8278,S_score,continuous,0.02378682605922222,1.0404395475921869e-07,2.068610073159745e-07,0.02378682605922222
4684,F4034,S_score,continuous,0.023785818368196487,1.041729508449435e-07,2.07108693247548e-07,0.023785818368196487
725,F2157,n_measured_vars,continuous,-0.023780807852745056,1.0481641347760608e-07,2.0837913782594697e-07,0.023780807852745056
306,F947,n_measured_vars,continuous,0.023778915405273438,1.0506073145758759e-07,2.0885599308168826e-07,0.023778915405273438
1378,F4151,n_measured_vars,continuous,-0.023778043687343597,1.051733192576787e-07,2.0907094534314077e-07,0.023778043687343597
13191,F9624,Inflammation Response,continuous,0.023774992674589157,1.0556843513432673e-07,2.0983858579433284e-07,0.023774992674589157
5166,F5544,S_score,continuous,-0.023764749988913536,1.0690503114061738e-07,2.1247731923941052e-07,0.023764749988913536
34348,F2600,cell_type,categorical,0.023764456431669693,8.540971718837535e-70,3.927523068825203e-69,0.023764456431669693
29360,F7887,pct_ribo,continuous,-0.023764196783304214,1.0697780478285712e-07,2.1261294376620078e-07,0.023764196783304214
17738,F3008,n_counts,continuous,0.02376081980764866,1.0742248226092472e-07,2.1348766540318267e-07,0.02376081980764866
23743,F950,pct_mito,continuous,-0.023759862408041954,1.0754905709409146e-07,2.1373015365531482e-07,0.023759862408041954
17770,F3089,n_counts,continuous,0.023759782314300537,1.0755947077783139e-07,2.1374178633563035e-07,0.023759782314300537
8600,F5791,G2M_score,continuous,0.023755082860589027,1.0818211821925919e-07,2.149699951319788e-07,0.023755082860589027
3644,F907,S_score,continuous,0.023754844442009926,1.082138232945357e-07,2.1502388085385042e-07,0.023754844442009926
16740,F4,n_counts,continuous,-0.02375345304608345,1.0839857075749227e-07,2.1538184860301725e-07,0.02375345304608345
9463,F8448,G2M_score,continuous,0.023753194138407707,1.0843317395496433e-07,2.1544147045979774e-07,0.023753194138407707
12420,F7272,Inflammation Response,continuous,0.023751700296998024,1.0863220781036412e-07,2.1582777401184247e-07,0.023751700296998024
29776,F9085,pct_ribo,continuous,-0.023751094937324524,1.0871294409518306e-07,2.1597902410161575e-07,0.023751094937324524
12044,F6099,Inflammation Response,continuous,0.023742394521832466,1.09880396390274e-07,2.182798872475068e-07,0.023742394521832466
22583,F7647,n_genes,continuous,-0.023742305114865303,1.0989246531298805e-07,2.182946107031012e-07,0.023742305114865303
41148,F2920,tissue_general,categorical,0.023738035923013472,7.964147373169569e-218,5.835477812649743e-217,0.023738035923013472
21914,F5568,n_genes,continuous,-0.023734668269753456,1.109270860389846e-07,2.2034048297746692e-07,0.023734668269753456
41209,F3101,tissue_general,categorical,0.023734560203309867,8.673580810867525e-218,6.354299464941898e-217,0.023734560203309867
5648,F7041,S_score,continuous,0.023733124136924744,1.111372301523412e-07,2.2073919452945194e-07,0.023733124136924744
19396,F8101,n_counts,continuous,0.0237310491502285,1.1142054572251625e-07,2.212925347078721e-07,0.0237310491502285
26052,F8001,pct_mito,continuous,-0.023729529231786728,1.1162867676546699e-07,2.2169651020511707e-07,0.023729529231786728
14340,F2857,Hypoxia,continuous,-0.023729316890239716,1.1165785679283561e-07,2.2174506667205283e-07,0.023729316890239716
42729,F7820,tissue_general,categorical,0.023727683081071434,1.0268883930597064e-217,7.520673868671025e-217,0.023727683081071434
43311,F9588,tissue_general,categorical,0.023727087669284073,1.042009166840801e-217,7.629030563599192e-217,0.023727087669284073
23795,F1086,pct_mito,continuous,-0.023726819083094597,1.1200010471923854e-07,2.2241532467907252e-07,0.023726819083094597
38629,F5492,tissue,categorical,0.023724933461186485,5.96592971854398e-132,3.557245360228895e-131,0.023724933461186485
5443,F6423,S_score,continuous,-0.023723367601633072,1.1247554987062297e-07,2.2333110114105904e-07,0.023723367601633072
23828,F1181,pct_mito,continuous,0.02372104302048683,1.1279664315041e-07,2.2395917557275457e-07,0.02372104302048683
20156,F209,n_genes,continuous,0.023719877004623413,1.1295796495301613e-07,2.242699819246769e-07,0.023719877004623413
13636,F708,Hypoxia,continuous,-0.023715564981102943,1.1355653229458477e-07,2.2544884500452272e-07,0.023715564981102943
4755,F4251,S_score,continuous,0.023712869733572006,1.1393238035248733e-07,2.2618545243040175e-07,0.023712869733572006
13183,F9595,Inflammation Response,continuous,-0.023708563297986984,1.1453564423734874e-07,2.2737345799385922e-07,0.023708563297986984
7074,F1146,G2M_score,continuous,0.023707939311861992,1.1462301748725175e-07,2.2753727238956733e-07,0.023707939311861992
25857,F7401,pct_mito,continuous,0.023707356303930283,1.1470506337102356e-07,2.2769049804457786e-07,0.023707356303930283
43396,F9898,tissue_general,categorical,0.023703659897480227,1.85204054788368e-217,1.3549062675262034e-216,0.023703659897480227
32375,F6871,assay,categorical,0.023702786500938655,3.688681688860652e-261,2.9249854190539076e-260,0.023702786500938655
23566,F391,pct_mito,continuous,-0.023701559752225876,1.1552262181134264e-07,2.2930364739312495e-07,0.023701559752225876
10802,F2262,Inflammation Response,continuous,-0.023700151592493057,1.1572215058120042e-07,2.296899700208353e-07,0.023700151592493057
17381,F1894,n_counts,continuous,-0.023699281737208366,1.1584547544143048e-07,2.299250137572294e-07,0.023699281737208366
27473,F2021,pct_ribo,continuous,-0.023692796006798744,1.1676959814593426e-07,2.3174935869484823e-07,0.023692796006798744
27654,F2605,pct_ribo,continuous,0.023692646995186806,1.1679093300891065e-07,2.3178188720440596e-07,0.023692646995186806
1652,F5006,n_measured_vars,continuous,-0.023691069334745407,1.1701700920431193e-07,2.3222072295289848e-07,0.023691069334745407
22964,F8756,n_genes,continuous,-0.02369079366326332,1.1705640985242527e-07,2.3228907885702274e-07,0.02369079366326332
9631,F8922,G2M_score,continuous,0.02368853986263275,1.1738004101816272e-07,2.3291157745336225e-07,0.02368853986263275
26492,F9314,pct_mito,continuous,0.023688437417149544,1.1739474423042865e-07,2.3293089157044623e-07,0.023688437417149544
15692,F7041,Hypoxia,continuous,-0.02368263341486454,1.1823207824603335e-07,2.3458237265272923e-07,0.02368263341486454
4457,F3338,S_score,continuous,-0.023681407794356346,1.1840956551089053e-07,2.3491463449701432e-07,0.023681407794356346
19113,F7266,n_counts,continuous,-0.023680981248617172,1.1847166967789818e-07,2.3502530623492255e-07,0.023680981248617172
23066,F9036,n_genes,continuous,-0.023680955171585083,1.1847537838621672e-07,2.3502530623492255e-07,0.023680955171585083
13381,F10253,Inflammation Response,continuous,0.023680640384554863,1.1852112836018903e-07,2.3510611234071606e-07,0.023680640384554863
35595,F6473,cell_type,categorical,0.023675989792076454,3.524648207435839e-69,1.6152455101577302e-68,0.023675989792076454
40381,F602,tissue_general,categorical,0.023675414482363596,3.704856945269462e-217,2.7078442965643263e-216,0.023675414482363596
23646,F609,pct_mito,continuous,-0.023672008886933327,1.1978003806963456e-07,2.3757320346986763e-07,0.023672008886933327
7101,F1217,G2M_score,continuous,0.02367108315229416,1.1991567498959003e-07,2.3783216342030483e-07,0.02367108315229416
29602,F8573,pct_ribo,continuous,-0.023669878020882607,1.200924757010364e-07,2.381727393187348e-07,0.023669878020882607
22764,F8179,n_genes,continuous,-0.02366873249411583,1.2026074837829268e-07,2.38496373936422e-07,0.02366873249411583
12254,F6764,Inflammation Response,continuous,0.02366824634373188,1.2033257648712488e-07,2.386287241963326e-07,0.02366824634373188
29254,F7562,pct_ribo,continuous,-0.023666612803936005,1.20573141725986e-07,2.390956677658085e-07,0.023666612803936005
28127,F4058,pct_ribo,continuous,0.023663608357310295,1.2101717485341772e-07,2.399660301095438e-07,0.023663608357310295
19959,F9896,n_counts,continuous,-0.023662205785512924,1.2122524739879428e-07,2.403684502760813e-07,0.023662205785512924
37289,F1369,tissue,categorical,0.02365953210914264,2.320904439384404e-131,1.382104343575477e-130,0.02365953210914264
29412,F8033,pct_ribo,continuous,-0.02365686558187008,1.2201997499892857e-07,2.419237878325697e-07,0.02365686558187008
19729,F9075,n_counts,continuous,0.023652279749512672,1.2270586555183895e-07,2.43263093945176e-07,0.023652279749512672
11033,F2975,Inflammation Response,continuous,0.023647528141736984,1.2342120641144515e-07,2.4465020666993394e-07,0.023647528141736984
24427,F2983,pct_mito,continuous,0.023647144436836243,1.2347909662697712e-07,2.4475460807289174e-07,0.023647144436836243
16489,F9475,Hypoxia,continuous,-0.02364520914852619,1.2377152136320798e-07,2.4531349102863906e-07,0.02364520914852619
19273,F7751,n_counts,continuous,0.023644236847758293,1.239186304729222e-07,2.4559467431403e-07,0.023644236847758293
16583,F9790,Hypoxia,continuous,0.023642616346478462,1.2416418833941322e-07,2.4607094143355355e-07,0.023642616346478462
10362,F976,Inflammation Response,continuous,-0.023642223328351974,1.242240335063273e-07,2.4617913489381763e-07,0.023642223328351974
24587,F3468,pct_mito,continuous,-0.02363857813179493,1.2477884469673497e-07,2.4725771576162013e-07,0.02363857813179493
40657,F1436,tissue_general,categorical,0.02363819231340179,9.23752372667929e-217,6.747408635139655e-216,0.02363819231340179
25546,F6458,pct_mito,continuous,0.023637967184185982,1.2487214220227313e-07,2.474321305983913e-07,0.023637967184185982
27137,F1078,pct_ribo,continuous,-0.023636624217033386,1.2507717835444661e-07,2.4782792965123527e-07,0.023636624217033386
24144,F2087,pct_mito,continuous,0.02363227680325508,1.2574334243417494e-07,2.4913733552752454e-07,0.02363227680325508
23315,F9920,n_genes,continuous,-0.023622998967766762,1.2717697802895175e-07,2.5195652031670934e-07,0.023622998967766762
19721,F9047,n_counts,continuous,0.02362203225493431,1.2732700728478077e-07,2.5222176846641215e-07,0.02362203225493431
9127,F7436,G2M_score,continuous,0.023620914667844772,1.2750109647512108e-07,2.525559478503096e-07,0.023620914667844772
3210,F9865,n_measured_vars,continuous,-0.02362033538520336,1.2759104975063878e-07,2.5272344844117395e-07,0.02362033538520336
20957,F2604,n_genes,continuous,-0.02361731231212616,1.2806339630325464e-07,2.5363760295470933e-07,0.02361731231212616
15231,F5604,Hypoxia,continuous,0.023615030571818352,1.2842043664169017e-07,2.543339969691681e-07,0.023615030571818352
39792,F8986,tissue,categorical,0.023614555858786558,5.903925296584043e-131,3.511786630729534e-130,0.023614555858786558
21434,F4064,n_genes,continuous,0.02361144870519638,1.2898363831015786e-07,2.5542782098414464e-07,0.02361144870519638
5287,F5923,S_score,continuous,-0.0236112829297781,1.290098137599174e-07,2.554688631413117e-07,0.0236112829297781
25660,F6806,pct_mito,continuous,0.023611025884747505,1.2905009371784436e-07,2.555378307947616e-07,0.023611025884747505
36961,F400,tissue,categorical,0.023606548116945993,6.971301779477608e-131,4.146159840219191e-130,0.023606548116945993
38604,F5420,tissue,categorical,0.023601614740286506,7.72280041935882e-131,4.592528561991711e-130,0.023601614740286506
23069,F9047,n_genes,continuous,0.023597778752446175,1.3115365754995952e-07,2.5968125022944713e-07,0.023597778752446175
27603,F2439,pct_ribo,continuous,0.023594897240400314,1.3161548757960998e-07,2.605846554799138e-07,0.023594897240400314
19772,F9212,n_counts,continuous,0.023594684898853302,1.3164970902108182e-07,2.606414006857929e-07,0.023594684898853302
1252,F3792,n_measured_vars,continuous,0.02359425649046898,1.3171852016013584e-07,2.6076661923238247e-07,0.02359425649046898
43055,F8761,tissue_general,categorical,0.023584074852768415,3.4863144585307165e-216,2.544542686083023e-215,0.023584074852768415
16305,F8854,Hypoxia,continuous,-0.0235831867903471,1.3350911690501863e-07,2.64289185217165e-07,0.0235831867903471
27050,F782,pct_ribo,continuous,-0.023582426831126213,1.336330275183242e-07,2.645233019062837e-07,0.023582426831126213
16686,F10118,Hypoxia,continuous,-0.023581406101584435,1.3379945772344217e-07,2.648415617573134e-07,0.023581406101584435
5705,F7216,S_score,continuous,-0.023580534383654594,1.3394172487459233e-07,2.651119685960006e-07,0.023580534383654594
14837,F4368,Hypoxia,continuous,0.023577600717544556,1.3442177905383421e-07,2.6603967520209926e-07,0.023577600717544556
18403,F5051,n_counts,continuous,0.023575300350785255,1.3479945635979244e-07,2.6676462396015163e-07,0.023575300350785255
29235,F7503,pct_ribo,continuous,-0.02357160858809948,1.3540728293046533e-07,2.679561836323892e-07,0.02357160858809948
14032,F1891,Hypoxia,continuous,-0.02356802299618721,1.3600045286775002e-07,2.691186400480086e-07,0.02356802299618721
18272,F4658,n_counts,continuous,0.02356591261923313,1.363505497222453e-07,2.6978863466508006e-07,0.02356591261923313
40030,F9833,tissue,categorical,0.023556546930231084,1.96710400751564e-130,1.1681502475645898e-129,0.023556546930231084
7584,F2675,G2M_score,continuous,0.023555705323815346,1.380571613877014e-07,2.731308149824557e-07,0.023555705323815346
29630,F8658,pct_ribo,continuous,-0.023554423823952675,1.3827269783463413e-07,2.735456840798958e-07,0.023554423823952675
16770,F78,n_counts,continuous,-0.02355252392590046,1.3859319569765752e-07,2.741681551760194e-07,0.02355252392590046
10078,F99,Inflammation Response,continuous,-0.02355044148862362,1.389450588365389e-07,2.748526186025006e-07,0.02355044148862362
34713,F3737,cell_type,categorical,0.02354948666494809,2.66025491104064e-68,1.2129520251974403e-67,0.02354948666494809
36640,F9656,cell_type,categorical,0.023548515751656972,2.7017743270850237e-68,1.2317631189488302e-67,0.023548515751656972
39803,F9022,tissue,categorical,0.023547892292871523,2.3538624691891325e-130,1.3974698119801522e-129,0.023547892292871523
21493,F4241,n_genes,continuous,0.023547369986772537,1.3946596945674603e-07,2.758714095364872e-07,0.023547369986772537
24890,F4413,pct_mito,continuous,-0.023544829338788986,1.3989799536093266e-07,2.767143030154718e-07,0.023544829338788986
4633,F3892,S_score,continuous,0.023541348055005074,1.404923228720679e-07,2.7787813982865924e-07,0.023541348055005074
16531,F9595,Hypoxia,continuous,0.023533008992671967,1.4192589307644714e-07,2.8068989283878606e-07,0.023533008992671967
23171,F9419,n_genes,continuous,0.02353101223707199,1.422711788805782e-07,2.8136090023587454e-07,0.02353101223707199
3785,F1313,S_score,continuous,-0.023527901619672775,1.4281044056554185e-07,2.824154489152003e-07,0.023527901619672775
17194,F1354,n_counts,continuous,-0.023527147248387337,1.4294158041695114e-07,2.8265093474955005e-07,0.023527147248387337
10808,F2272,Inflammation Response,continuous,0.023523177951574326,1.4363402580782928e-07,2.8399620592527523e-07,0.023523177951574326
11194,F3467,Inflammation Response,continuous,0.023519078269600868,1.443517885116697e-07,2.853903620934477e-07,0.023519078269600868
3434,F258,S_score,continuous,0.02351904660463333,1.4435740089762654e-07,2.853903620934477e-07,0.02351904660463333
39206,F7283,tissue,categorical,0.02351808997374722,4.366756550866044e-130,2.5898850190078856e-129,0.02351808997374722
6501,F9641,S_score,continuous,0.02351689524948597,1.447357874919247e-07,2.86126353071341e-07,0.02351689524948597
13662,F797,Hypoxia,continuous,0.023512305691838264,1.4554596970926954e-07,2.8771585729040873e-07,0.023512305691838264
11474,F4324,Inflammation Response,continuous,-0.023511666804552078,1.4565915587984695e-07,2.8792746096492014e-07,0.023511666804552078
38122,F3915,tissue,categorical,0.02350239313436557,6.046136481992134e-130,3.585003278734159e-129,0.02350239313436557
27819,F3105,pct_ribo,continuous,0.02349834516644478,1.480374227475865e-07,2.925916120187592e-07,0.02349834516644478
17847,F3330,n_counts,continuous,0.02349722944200039,1.482384498735489e-07,2.9297658215858427e-07,0.02349722944200039
10962,F2767,Inflammation Response,continuous,0.02349226176738739,1.4913591780509164e-07,2.94722966043327e-07,0.02349226176738739
2468,F7556,n_measured_vars,continuous,-0.0234922356903553,1.4914093769375477e-07,2.94722966043327e-07,0.0234922356903553
1327,F4011,n_measured_vars,continuous,-0.023490682244300842,1.4942231242659453e-07,2.9526655261632966e-07,0.023490682244300842
25906,F7562,pct_mito,continuous,-0.023484114557504654,1.5061921511094246e-07,2.976191497272499e-07,0.023484114557504654
20858,F2290,n_genes,continuous,-0.023475375026464462,1.522266287689647e-07,3.0078267193571e-07,0.023475375026464462
20013,F10059,n_counts,continuous,0.023470614105463028,1.531094073079826e-07,3.025141904202572e-07,0.023470614105463028
13511,F358,Hypoxia,continuous,-0.023469053208827972,1.5339960687804193e-07,3.030747923447809e-07,0.023469053208827972
9300,F7953,G2M_score,continuous,-0.023462340235710144,1.5465489773544806e-07,3.0554201756189337e-07,0.023462340235710144
2518,F7711,n_measured_vars,continuous,0.023460017517209053,1.5509103745627354e-07,3.0639075729792015e-07,0.023460017517209053
357,F1083,n_measured_vars,continuous,0.02345196343958378,1.5661456471325228e-07,3.093744890947219e-07,0.02345196343958378
38459,F4951,tissue,categorical,0.023450861510550057,1.7589220678329743e-129,1.04030530174722e-128,0.023450861510550057
29547,F8438,pct_ribo,continuous,-0.02344921976327896,1.5713644629715942e-07,3.103792461373981e-07,0.02344921976327896
30024,F9951,pct_ribo,continuous,-0.023446016013622284,1.577484530294665e-07,3.115749648306921e-07,0.023446016013622284
28238,F4413,pct_ribo,continuous,-0.02344544045627117,1.578585650328023e-07,3.117793131728261e-07,0.02344544045627117
8820,F6506,G2M_score,continuous,0.023444751277565956,1.5799038926119442e-07,3.120265253213123e-07,0.023444751277565956
26441,F9127,pct_mito,continuous,-0.02344367653131485,1.5819670551282327e-07,3.1242083006644696e-07,0.02344367653131485
5390,F6234,S_score,continuous,0.023441189900040627,1.5867447710781215e-07,3.1333797147781306e-07,0.023441189900040627
17843,F3319,n_counts,continuous,-0.023439135402441025,1.5907019229265398e-07,3.14106165612389e-07,0.023439135402441025
1302,F3931,n_measured_vars,continuous,0.023436730727553368,1.5953485219107414e-07,3.1501043019209816e-07,0.023436730727553368
